Name,Type
"Proceedings - 2017 IEEE Topical Conference on Wireless Sensors and Sensor Networks, WiSNet 2017",conference and proceedings
"Proceedings - 2018 1st International Cognitive Cities Conference, IC3 2018",conference and proceedings
"Proceedings - 2018 8th International Workshop on Requirements Engineering Education and Training, REET 2018",conference and proceedings
"Proceedings - 2019 4th International Conference on Power Electronics and their Applications, ICPEA 2019",conference and proceedings
"Proceedings - 2019 6th International Conference on Electrical and Electronics Engineering, ICEEE 2019",conference and proceedings
"Proceedings - 2019 IEEE/ACM 4th International Workshop on Emotion Awareness in Software Engineering, SEmotion 2019",conference and proceedings
"Proceedings - 2019 IEEE/ACM 7th International Workshop on Software Engineering for Systems-of-Systems and 13th Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",conference and proceedings
"Proceedings - Conference on Local Computer Networks, LCN",conference and proceedings
"Proceedings - Euromicro Conference on Digital System Design, DSD 2019",conference and proceedings
"Proceedings - IEEE International Conference on Energy Internet, ICEI 2019",conference and proceedings
"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",conference and proceedings
"Proceedings of 2018 5th International Conference on Business and Industrial Research: Smart Technology for Next Generation of Information, Engineering, Business and Social Science, ICBIR 2018",conference and proceedings
"Proceedings of 2018 IEEE Applied Signal Processing Conference, ASPCON 2018",conference and proceedings
"Proceedings of IA3 2017: 7th Workshop on Irregular Applications: Architectures and Algorithms, Held in conjunction with SC 2017: The International Conference for High Performance Computing, Networkin",conference and proceedings
"Proceedings of the 11th International Conference on Contact Mechanics and Wear of Rail/wheel Systems, CM 2018",conference and proceedings
"Proceedings of the 13th International Conference on Mobile Learning 2017, ML 2017",conference and proceedings
"Proceedings of the ACM Symposium on Document Engineering 2018, DocEng 2018",conference and proceedings
Proceedings of the European Conference on Research Methods in Business and Management Studies,conference and proceedings
"Proceedings of the International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud), I-SMAC 2018",conference and proceedings
"Proceedings - SIMS 2016: 2nd International Conference on Systems Informatics, Modelling and Simulation",conference and proceedings
RAPID 2018 - 2018 IEEE Research and Applications of Photonics In Defense Conference,conference and proceedings
"SIGGRAPH Asia 2019 Emerging Technologies, SA 2019",conference and proceedings
"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference 2018, ADIPEC 2018",conference and proceedings
"Society of Petroleum Engineers - PAPG/SPE Pakistan Section Annual Technical Conference and Exhibition 2018, PATC 2018",conference and proceedings
Society of Petroleum Engineers - SPE Thermal Well Integrity and Design Symposium 2017,conference and proceedings
"World Congress on Civil, Structural, and Environmental Engineering",conference and proceedings
"World Environmental and Water Resources Congress 2019: Groundwater, Sustainability, Hydro-Climate/Climate Change, and Environmental Engineering - Selected Papers from the World Environmental and Wate",conference and proceedings
"10th International Livestock Environment Symposium, ILES 2018",conference and proceedings
"12th Asia-Pacific Conference on Combustion, ASPACC 2019",conference and proceedings
"145th Audio Engineering Society International Convention, AES 2018",conference and proceedings
"1st 2018 Indonesian Association for Pattern Recognition International Conference, INAPR 2018 - Proceedings",conference and proceedings
"1st EAGE Workshop on Pore Pressure Prediction: At the Well Scale from Today to Tomorrow, State of the Art, Recent Progress and Technology Gap",conference and proceedings
"2016 3rd International Scientific-Practical Conference Problems of Infocommunications Science and Technology, PIC S and T 2016 - Proceedings",conference and proceedings
"2016 International Conference on Systems in Medicine and Biology, ICSMB 2016",conference and proceedings
"2017 15th International Conference on Electrical Machines, Drives and Power Systems, ELMA 2017 - Proceedings",conference and proceedings
"2017 24th Saint Petersburg International Conference on Integrated Navigation Systems, ICINS 2017 - Proceedings",conference and proceedings
2017 ASABE Annual International Meeting,conference and proceedings
"2017 International Conference on Computing, Communication, Control and Automation, ICCUBEA 2017",conference and proceedings
"2018 12th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2018 - Proceedings",conference and proceedings
"2018 13th IEEE International Conference on Industry Applications, INDUSCON 2018 - Proceedings",conference and proceedings
"2018 2nd International Conference on Robotics and Automation Sciences, ICRAS 2018",conference and proceedings
"2018 3rd International Conference on Information Technology Research, ICITR 2018",conference and proceedings
"2018 IEEE 3rd Ecuador Technical Chapters Meeting, ETCM 2018",conference and proceedings
"2018 IEEE Radio and Antenna Days of the Indian Ocean, RADIO 2018",conference and proceedings
"2018 International Conference on Advancement in Electrical and Electronic Engineering, ICAEEE 2018",conference and proceedings
"2018 International Conference on Control and Robots, ICCR 2018",conference and proceedings
"2018 International Conference on Microwave and Millimeter Wave Technology, ICMMT 2018 - Proceedings",conference and proceedings
"2018 International Electronics Symposium on Engineering Technology and Applications, IES-ETA 2018 - Proceedings",conference and proceedings
"2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018",conference and proceedings
"2018 International Youth Scientific and Technical Conference Relay Protection and Automation, RPA 2018",conference and proceedings
"2019 13th International Congress on Artificial Materials for Novel Wave Phenomena, Metamaterials 2019",conference and proceedings
"2019 4th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference, SEEDA-CECNSM 2019",conference and proceedings
"2019 IEEE 11th International Workshop on Computational Intelligence and Applications, IWCIA 2019 - Proceedings",conference and proceedings
"2019 Offshore Energy and Storage Summit, OSES 2019",conference and proceedings
AES 146th International Convention,conference and proceedings
"Application of Information and Communication Technologies, AICT 2016 - Conference Proceedings",conference and proceedings
"A-TEST 2019 - Proceedings of the 10th ACM SIGSOFT International Workshop on Automating TEST Case Design, Selection, and Evaluation, co-located with ESEC/FSE 2019",conference and proceedings
Ceramic Engineering and Science Proceedings,conference and proceedings
"DATA 2017 - Proceedings of the 6th International Conference on Data Science, Technology and Applications",conference and proceedings
Environmental Division 2017 - Core Programming Area at the 2017 AIChE Spring Meeting and 13th Global Congress on Process Safety,conference and proceedings
"GHTC 2018 - IEEE Global Humanitarian Technology Conference, Proceedings",conference and proceedings
ICNS 2017 - ICNS: CNS/ATM Challenges for UAS Integration,conference and proceedings
"IEEE International Conference on Design and Test of Integrated Micro and Nano-Systems, DTS 2019",conference and proceedings
"International Conference on 21st Century Energy Needs - Materials, Systems and Applications, ICTFCEN 2016",conference and proceedings
International Conference on Advances in Experimental Structural Engineering,conference and proceedings
"International Conference on Artificial Intelligence for Transforming Business and Society, AITB 2019",conference and proceedings
"International Conference on Human System Interaction, HSI",conference and proceedings
"Offshore Mediterranean Conference and Exhibition 2019, OMC 2019",conference and proceedings
